,Call_ID,Time,Activity,#_in_FNOL_Que
667,144,137.0179128,join_adj_que,0
668,144,137.0179128,start_adj,0
669,146,138,join_fnol_que,0
670,146,138,start_fnol,0
671,145,138.3656261,end_fnol,0
672,145,138.3656261,redirected_to_other_dept,0
673,147,139,join_fnol_que,0
674,147,139,start_fnol,0
675,148,140,join_fnol_que,0
676,148,140,start_fnol,0
677,143,140.577156,end_adj,0
678,149,141,join_fnol_que,0
679,150,141,join_fnol_que,0
680,149,141,start_fnol,0
681,150,141,start_fnol,0
682,146,141.0287402,end_fnol,0
683,146,141.0287402,redirected_to_other_dept,0
684,147,141.6703136,end_fnol,0
685,147,141.6703136,join_adj_que,0
686,147,141.6703136,start_adj,0
687,150,142.0404101,end_fnol,0
688,150,142.0404101,redirected_to_other_dept,0
689,151,143,join_fnol_que,0
690,152,143,join_fnol_que,0
691,151,143,start_fnol,0
692,152,143,start_fnol,0
693,141,143.9227187,end_adj,0
694,148,144.0593097,end_fnol,0
695,148,144.0593097,redirected_to_other_dept,0
696,144,144.9308101,end_adj,0
697,153,145,join_fnol_que,0
698,153,145,start_fnol,0
699,149,145.5304104,end_fnol,0
700,149,145.5304104,redirected_to_other_dept,0
701,154,146,join_fnol_que,0
702,154,146,start_fnol,0
703,155,147,join_fnol_que,0
704,156,147,join_fnol_que,0
705,155,147,start_fnol,1
706,152,147.0467292,end_fnol,1
707,152,147.0467292,redirected_to_other_dept,1
708,156,147.0467292,start_fnol,0
709,151,147.9371924,end_fnol,0
710,151,147.9371924,redirected_to_other_dept,0
711,157,148,join_fnol_que,0
712,158,148,join_fnol_que,0
713,159,148,join_fnol_que,1
714,157,148,start_fnol,2
715,160,148,join_fnol_que,2
716,161,149,join_fnol_que,3
717,153,149.0301302,end_fnol,4
718,153,149.0301302,join_adj_que,4
719,153,149.0301302,start_adj,3
720,158,149.0301302,start_fnol,3
721,156,150.1923038,end_fnol,3
722,156,150.1923038,join_adj_que,3
723,156,150.1923038,start_adj,2
724,159,150.1923038,start_fnol,2
725,158,150.4116901,end_fnol,2
726,158,150.4116901,redirected_to_other_dept,2
727,160,150.4116901,start_fnol,1
728,154,150.5142453,end_fnol,1
729,154,150.5142453,redirected_to_other_dept,1
730,161,150.5142453,start_fnol,0
731,162,151,join_fnol_que,0
732,155,151.5335139,end_fnol,1
733,155,151.5335139,redirected_to_other_dept,1
734,162,151.5335139,start_fnol,0
735,147,151.6703136,end_adj,0
736,153,151.8055322,end_adj,0
737,159,152.2603611,end_fnol,0
738,159,152.2603611,redirected_to_other_dept,0
739,157,152.3237275,end_fnol,0
740,157,152.3237275,redirected_to_other_dept,0
741,163,153,join_fnol_que,0
742,163,153,start_fnol,0
743,160,153.8706699,end_fnol,0
744,160,153.8706699,redirected_to_other_dept,0
745,156,154.2367365,end_adj,0
746,161,154.3919227,end_fnol,0
747,161,154.3919227,redirected_to_other_dept,0
748,162,154.6394664,end_fnol,0
749,162,154.6394664,redirected_to_other_dept,0
750,164,155,join_fnol_que,0
751,164,155,start_fnol,0
752,165,156,join_fnol_que,0
753,165,156,start_fnol,0
754,166,157,join_fnol_que,0
755,167,157,join_fnol_que,0
756,166,157,start_fnol,0
757,167,157,start_fnol,0
758,163,157.4658308,end_fnol,0
759,163,157.4658308,redirected_to_other_dept,0
760,165,158.485766,end_fnol,0
761,165,158.485766,redirected_to_other_dept,0
762,166,158.7882855,end_fnol,0
763,166,158.7882855,join_adj_que,0
764,166,158.7882855,start_adj,0
765,168,159,join_fnol_que,0
766,168,159,start_fnol,0
767,164,159.6187297,end_fnol,0
768,164,159.6187297,redirected_to_other_dept,0
769,166,160.7882855,end_adj,0
770,167,161.7145352,end_fnol,0
771,167,161.7145352,join_adj_que,0
772,167,161.7145352,start_adj,0
773,169,162,join_fnol_que,0
774,169,162,start_fnol,0
775,170,163,join_fnol_que,0
776,171,163,join_fnol_que,0
777,172,163,join_fnol_que,0
778,170,163,start_fnol,0
779,171,163,start_fnol,0
780,172,163,start_fnol,0
781,168,163.447603,end_fnol,0
782,168,163.447603,join_adj_que,0
783,168,163.447603,start_adj,0
784,169,163.4533625,end_fnol,0
785,169,163.4533625,redirected_to_other_dept,0
786,173,165,join_fnol_que,0
